ID,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP
404,NCX41,19.0,Low Fat,0.017719277,Health and Hygiene,211.0244
405,FDU45,12.857645184135976,Regular,0.035334201,Snack Foods,115.3518
406,FDW24,12.857645184135976,Low Fat,0.065652494,Baking Goods,48.9034
407,FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218
408,FDM60,10.8,Regular,0.048143292,Baking Goods,40.2138
409,FDR02,16.7,Low Fat,0.022047313,Dairy,110.2886
410,DRP35,12.857645184135976,Low Fat,0.090427268,Hard Drinks,126.2336
411,FDS48,15.15,Low Fat,0.027779254,Baking Goods,150.1708
412,NCZ42,10.5,Low Fat,0.0,Household,238.3248
413,FDZ38,17.6,Low Fat,0.008033611,Dairy,174.2422
414,FDH19,19.35,Low Fat,0.033088472,Meat,175.4738
415,NCB55,15.7,Low Fat,0.160663021,Household,59.4562
416,FDC15,18.1,LF,0.178975721,Dairy,155.5288
417,FDF11,10.195,Regular,0.017627888,Starchy Foods,239.6538
418,FDW35,12.857645184135976,low fat,0.0194158,Breads,41.6454
419,FDB44,6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586
420,NCC06,19.0,Low Fat,0.027139013,Household,127.3336
421,FDR04,7.075,Low Fat,0.03777249,Frozen Foods,98.0068
422,FDB17,13.15,Low Fat,0.036746479,Frozen Foods,181.2976
423,FDW43,20.1,Regular,0.022460102,Fruits and Vegetables,226.8036
424,FDA27,20.35,Regular,0.0,Dairy,256.7672
425,NCU41,18.85,Low Fat,0.05213575,Health and Hygiene,190.1846
426,FDY56,16.35,Regular,0.062508438,Fruits and Vegetables,227.1062
427,FDV39,11.3,Low Fat,0.007309544,Meat,196.2426
428,FDN32,17.5,Low Fat,0.015623754,Fruits and Vegetables,182.6266
429,FDW07,18.0,Regular,0.142978223,Fruits and Vegetables,87.4514
430,FDZ27,7.935,Low Fat,0.017191055,Dairy,51.535
431,FDW23,12.857645184135976,Low Fat,0.143592939,Baking Goods,37.3164
432,FDU01,20.25,Regular,0.011995271,Canned,184.5924
433,FDF10,15.5,Regular,0.15717236,Snack Foods,149.1418
434,DRH03,12.857645184135976,Low Fat,0.061393095,Dairy,91.812
435,FDW27,12.857645184135976,Regular,0.264124669,Meat,155.7314
436,DRI13,15.35,Low Fat,0.020310046,Soft Drinks,218.0508
437,NCR05,10.1,Low Fat,0.054630834,Health and Hygiene,200.2084
438,FDB29,16.7,Regular,0.052517969,Frozen Foods,115.4176
439,FDL51,20.7,Regular,0.047565208,Dairy,213.4876
440,FDB11,16.0,LF,0.060797393,Starchy Foods,223.8404
441,FDI35,14.0,Low Fat,0.041291169,Starchy Foods,180.7634
442,FDX08,12.85,Low Fat,0.022604051,Fruits and Vegetables,181.4318
443,FDP59,20.85,Regular,0.056580228,Breads,105.6648
444,NCJ18,12.35,Low Fat,0.164196823,Household,120.5124
445,FDJ41,6.85,Low Fat,0.022976497,Frozen Foods,261.6594
446,FDU08,10.3,Low Fat,0.027310252,Fruits and Vegetables,101.0042
447,FDS09,12.857645184135976,Regular,0.141975462,Snack Foods,49.6008
448,DRH15,8.775,Low Fat,0.0,Dairy,45.9428
449,NCV17,18.85,Low Fat,0.01619866,Health and Hygiene,129.2626
450,NCO54,12.857645184135976,Low Fat,0.014205168,Household,56.7614
451,FDE24,14.85,Low Fat,0.09344495,Baking Goods,141.0812
452,FDH53,20.5,Regular,0.019199733,Frozen Foods,84.3592
453,FDZ13,7.84,Regular,0.154120252,Canned,51.935
454,FDW28,18.25,Low Fat,0.089004389,Frozen Foods,196.7452
455,FDU46,10.3,Regular,0.011117041,Snack Foods,85.854
456,NCE43,12.5,LF,0.103422709,Household,169.9448
457,FDS26,12.857645184135976,Low Fat,0.089035961,Dairy,260.5594
458,FDB14,20.25,Regular,0.102723919,Canned,93.212
459,DRB48,12.857645184135976,Regular,0.024733134,Soft Drinks,40.2822
460,NCC42,15.0,Low Fat,0.044871033,Health and Hygiene,140.3838
461,FDQ20,8.325,Low Fat,0.029760052,Fruits and Vegetables,38.7138
462,FDA13,15.85,Low Fat,0.078999287,Canned,38.6506
463,FDZ15,13.1,Low Fat,0.020870744,Dairy,117.3782
464,NCV42,6.26,Low Fat,0.031599715,Household,111.3228
465,DRI51,17.25,Low Fat,0.042413704,Dairy,173.1764
466,FDO28,5.765,Low Fat,0.072284689,Frozen Foods,119.9098
467,NCS54,13.6,Low Fat,0.009984847,Household,175.437
468,FDH16,10.5,Low Fat,0.052852621,Frozen Foods,88.783
469,FDG24,7.975,Low Fat,0.014660821,Baking Goods,85.125
470,FDR52,12.65,Regular,0.076354362,Frozen Foods,192.1846
471,NCH06,12.3,Low Fat,0.076709639,Household,247.846
472,FDA36,5.985,Low Fat,0.005677876,Baking Goods,184.8924
473,FDU56,12.857645184135976,Low Fat,0.0,Fruits and Vegetables,184.7266
474,FDT09,15.15,Regular,0.012282366,Snack Foods,132.5284
475,FDU25,12.35,Low Fat,0.026681262,Canned,56.4246
476,FDK41,14.3,Low Fat,0.127541722,Frozen Foods,84.9224
477,NCT54,8.695,Low Fat,0.119513002,Household,93.4094
478,FDV51,16.35,Low Fat,0.054463442,Meat,163.8842
479,FDM24,6.135,Regular,0.0,Baking Goods,151.3366
480,NCO30,19.5,Low Fat,0.015756784,Household,185.0608
481,FDQ45,9.5,Regular,0.010907967,Snack Foods,182.3608
482,DRK59,8.895,LF,0.07543556,Hard Drinks,235.8616
483,FDW28,18.25,Low Fat,0.0,Frozen Foods,196.8452
484,FDC02,21.35,Low Fat,0.115194717,Canned,258.3278
485,FDR21,19.7,Low Fat,0.066922802,Snack Foods,174.837
486,FDN48,12.857645184135976,Low Fat,0.064636203,Baking Goods,90.0804
487,FDT44,16.6,Low Fat,0.103195401,Fruits and Vegetables,117.8466
488,FDX14,12.857645184135976,Low Fat,0.13121032,Dairy,74.0354
489,FDH57,10.895,Low Fat,0.035747522,Fruits and Vegetables,133.6284
490,FDH28,12.857645184135976,reg,0.192650072,Frozen Foods,37.4506
491,NCT41,12.857645184135976,Low Fat,0.098031771,Health and Hygiene,151.3024
492,FDO11,12.857645184135976,Regular,0.030118338,Breads,248.8092
493,NCP42,8.51,Low Fat,0.016201845,Household,195.2478
494,FDN09,14.15,Low Fat,0.05837308,Snack Foods,243.9828
495,FDP32,6.65,Low Fat,0.087652908,Fruits and Vegetables,128.8678
496,FDV57,15.25,Regular,0.065999008,Snack Foods,177.966
497,FDW28,18.25,low fat,0.088750333,Frozen Foods,196.5452
498,FDR56,12.857645184135976,Regular,0.100277876,Fruits and Vegetables,196.8768
499,FDA40,16.0,Regular,0.099252438,Frozen Foods,87.4856
500,NCG42,19.2,Low Fat,0.0,Household,127.831
501,NCK54,12.15,Low Fat,0.0,Household,117.815
502,FDE16,8.895,Low Fat,0.026384672,Frozen Foods,208.9954
503,FDB15,10.895,Low Fat,0.228993134,Dairy,263.4568
504,FDC40,16.0,Regular,0.065431917,Dairy,76.1986
505,FDE53,12.857645184135976,LF,0.026749991,Frozen Foods,106.928
506,FDK24,9.195,Low Fat,0.0,Baking Goods,43.6744
507,FDW31,11.35,Regular,0.043333912,Fruits and Vegetables,201.0742
508,NCX29,10.0,LF,0.089656812,Health and Hygiene,144.0102
509,NCM07,9.395,Low Fat,0.039954281,Others,82.4908
510,DRN36,12.857645184135976,Low Fat,0.087854925,Soft Drinks,95.9752
511,FDQ37,20.75,Low Fat,0.149404057,Breakfast,192.8478
512,FDK43,9.8,Low Fat,0.0268952,Meat,128.402
513,FDK28,5.695,Low Fat,0.065857092,Frozen Foods,258.5646
514,FDR43,18.2,Low Fat,0.161817014,Fruits and Vegetables,37.819
515,FDL48,19.35,Regular,0.082197959,Baking Goods,49.2034
516,DRL23,18.35,Low Fat,0.015335349,Hard Drinks,106.6938
517,NCX42,6.36,Low Fat,0.00599072,Household,163.6526
518,DRD37,9.8,Low Fat,0.013898123,Soft Drinks,46.506
519,FDZ47,12.857645184135976,Regular,0.078912473,Baking Goods,99.9042
520,NCJ54,12.857645184135976,Low Fat,0.059776237,Household,231.7642
521,FDL52,6.635,Regular,0.0,Frozen Foods,39.7506
522,FDC15,18.1,Low Fat,0.297883712,Dairy,156.7288
523,NCD19,8.93,Low Fat,0.022059594,Household,56.0614
524,FDD08,8.3,Low Fat,0.03532494,Fruits and Vegetables,38.9506
525,NCN18,8.895,LF,0.124967595,Household,112.7544
526,FDY56,16.35,Regular,0.062411404,Fruits and Vegetables,225.9062
527,NCI29,8.6,Low Fat,0.032754431,Health and Hygiene,140.5154
528,NCE06,12.857645184135976,Low Fat,0.160178832,Household,160.2894
529,FDC08,19.0,Regular,0.104035148,Fruits and Vegetables,227.772
530,FDU52,7.56,Low Fat,0.06390019,Frozen Foods,157.263
531,FDN16,12.6,Regular,0.062648111,Frozen Foods,104.899
532,NCM55,15.6,Low Fat,0.111685868,Others,184.7924
533,FDR49,8.71,Low Fat,0.233039817,Canned,49.5376
534,FDC15,18.1,Low Fat,0.17824575,Dairy,158.1288
535,FDB53,13.35,Low Fat,0.140241213,Frozen Foods,150.2392
536,FDK44,16.6,Low Fat,0.0,Fruits and Vegetables,173.3738
537,FDA16,6.695,Low Fat,0.033935576,Frozen Foods,221.9456
538,FDO19,12.857645184135976,Regular,0.016516275,Fruits and Vegetables,47.4034
539,FDO04,16.6,Low Fat,0.026537206,Frozen Foods,57.2614
540,NCL19,15.35,Low Fat,0.015673267,Others,145.047
541,FDA44,19.7,Low Fat,0.089083914,Fruits and Vegetables,54.593
542,FDR60,14.3,Low Fat,0.131152799,Baking Goods,78.6328
543,FDV37,12.857645184135976,Regular,0.083109455,Canned,195.8426
544,FDG53,10.0,Low Fat,0.045818773,Frozen Foods,138.718
545,DRG01,14.8,Low Fat,0.044869794,Soft Drinks,76.467
546,FDB38,12.857645184135976,Regular,0.0,Canned,160.692
547,FDI27,8.71,Regular,0.04605781,Dairy,43.8744
548,FDD29,12.15,Low Fat,0.030815427,Frozen Foods,252.0698
549,NCR41,17.85,Low Fat,0.01806055,Health and Hygiene,97.0094
550,FDW44,9.5,Regular,0.035205866,Fruits and Vegetables,171.3448
551,FDU21,11.8,Regular,0.076705948,Snack Foods,34.7558
552,FDI14,14.1,LF,0.089677773,Canned,139.8496
553,FDW50,12.857645184135976,Low Fat,0.132327406,Dairy,168.4158
554,FDN39,19.35,Regular,0.065520388,Meat,168.3816
555,FDT31,19.75,Low Fat,0.012518707,Fruits and Vegetables,190.6872
556,FDJ14,10.3,Regular,0.050353695,Canned,78.696
557,NCQ43,12.857645184135976,Low Fat,0.110762642,Others,108.5912
558,FDZ22,12.857645184135976,Low Fat,0.045050674,Snack Foods,84.925
559,FDU38,10.8,Low Fat,0.083016832,Dairy,193.4504
560,FDS32,17.75,Regular,0.0,Fruits and Vegetables,139.9838
561,DRH13,8.575,Low Fat,0.023983258,Soft Drinks,106.328
562,DRF03,19.1,Low Fat,0.075836522,Dairy,40.2138
563,FDJ20,20.7,Regular,0.100330684,Fruits and Vegetables,123.4388
564,FDE22,12.857645184135976,Low Fat,0.051778173,Snack Foods,157.892
565,FDX22,6.785,Regular,0.022970468,Snack Foods,211.0928
566,DRM11,6.57,Low Fat,0.066014596,Hard Drinks,259.7278
567,FDL58,5.78,Regular,0.07429945,Snack Foods,264.9568
568,FDL25,6.92,Regular,0.131128467,Breakfast,93.1804
569,FDD40,20.25,Regular,0.014816356,Dairy,194.1162
570,FDT08,13.65,Low Fat,0.049318315,Fruits and Vegetables,149.005
571,FDO22,13.5,Regular,0.017960492,Snack Foods,81.596
572,NCM41,16.5,Low Fat,0.035801238,Health and Hygiene,92.612
573,FDJ21,16.7,Regular,0.038606365,Snack Foods,146.5102
574,FDC53,8.68,Low Fat,0.008871687,Frozen Foods,99.7384
575,DRK35,12.857645184135976,Low Fat,0.125793938,Hard Drinks,36.2506
576,FDQ09,7.235,Low Fat,0.058369013,Snack Foods,115.2834
577,DRB48,16.75,Regular,0.0,Soft Drinks,39.3822
578,DRE25,15.35,Low Fat,0.073269336,Soft Drinks,92.112
579,FDL08,10.8,Low Fat,0.049677651,Fruits and Vegetables,245.9144
580,NCV42,6.26,Low Fat,0.031470832,Household,110.2228
581,FDW03,5.63,Regular,0.024579432,Meat,105.3306
582,FDL25,6.92,Regular,0.131665479,Breakfast,91.8804
583,FDC17,12.15,Low Fat,0.015523707,Frozen Foods,212.0928
584,FDK44,16.6,Low Fat,0.122475364,Fruits and Vegetables,175.5738
585,FDE34,9.195,Low Fat,0.107891398,Snack Foods,182.7634
586,FDP10,19.0,Low Fat,0.128065918,Snack Foods,104.3622
587,FDZ22,9.395,Low Fat,0.045361705,Snack Foods,83.825
588,NCK19,9.8,Low Fat,0.090390357,Others,192.1478
589,FDO44,12.857645184135976,Low Fat,0.087029712,Fruits and Vegetables,109.2228
590,NCU41,18.85,LF,0.052054819,Health and Hygiene,189.1846
591,NCF31,9.13,Low Fat,0.051952573,Household,152.3024
592,FDG14,9.0,Regular,0.050786366,Canned,152.2024
593,NCH30,17.1,Low Fat,0.067141355,Household,114.586
594,FDR36,6.715,Regular,0.121485195,Baking Goods,40.2454
595,NCJ30,5.82,Low Fat,0.080640478,Household,167.779
596,FDR08,18.7,Low Fat,0.037699254,Fruits and Vegetables,110.2886
597,FDU04,7.93,Low Fat,0.0,Frozen Foods,123.2414
598,NCQ50,18.75,Low Fat,0.034501405,Household,211.7218
599,FDL46,12.857645184135976,Low Fat,0.053795154,Snack Foods,117.7466
600,DRK37,5.0,Low Fat,0.044004675,Soft Drinks,188.853
601,FDK48,7.445,low fat,0.0,Baking Goods,76.8354
602,FDV58,20.85,Low Fat,0.121250374,Snack Foods,193.9452
603,FDN27,20.85,Low Fat,0.0,Meat,115.1808
604,FDZ52,19.2,Low Fat,0.100230114,Frozen Foods,112.9886
605,NCF42,17.35,Low Fat,0.167383061,Household,175.6712
606,FDQ48,14.3,Regular,0.034404732,Baking Goods,98.1726
607,FDW49,19.5,Low Fat,0.082719632,Canned,179.3002
608,FDR58,6.675,Low Fat,0.041913535,Snack Foods,90.7462
609,NCE07,8.18,Low Fat,0.0132043,Household,143.8154
610,FDK14,6.98,Low Fat,0.041105789,Canned,83.4934
611,FDC11,12.857645184135976,LF,0.141106202,Starchy Foods,87.9172
612,FDL22,16.85,Low Fat,0.036463975,Snack Foods,90.7488
613,NCQ41,14.8,Low Fat,0.01946418,Health and Hygiene,196.3794
614,FDX46,12.3,Regular,0.0,Snack Foods,57.3562
615,FDC35,7.435,Low Fat,0.123086812,Starchy Foods,206.9638
616,FDH45,15.1,reg,0.105646853,Fruits and Vegetables,42.8796
617,FDX33,9.195,Regular,0.118149377,Snack Foods,160.5578
618,DRJ35,10.1,Low Fat,0.046545786,Hard Drinks,59.9878
619,FDC40,16.0,Regular,0.065009745,Dairy,79.5986
620,FDO19,17.7,Regular,0.016630303,Fruits and Vegetables,48.1034
621,FDP13,8.1,Regular,0.134532392,Canned,39.448
622,FDP24,20.6,LF,0.083133128,Baking Goods,120.1756
623,NCQ42,20.35,Low Fat,0.039428167,Household,127.9678
624,FDY59,8.195,Low Fat,0.0,Baking Goods,93.1462
625,FDU14,17.75,Low Fat,0.034823127,Dairy,248.675
626,FDB21,7.475,Low Fat,0.148492521,Fruits and Vegetables,240.6854
627,FDT32,19.0,Regular,0.065901299,Fruits and Vegetables,188.7214
628,FDK20,12.6,Regular,0.041622264,Fruits and Vegetables,124.0072
629,FDX09,12.857645184135976,Low Fat,0.064933297,Snack Foods,174.837
630,FDM01,7.895,Regular,0.0945493,Breakfast,102.6332
631,DRI37,12.857645184135976,Low Fat,0.107076832,Soft Drinks,58.7904
632,FDL20,17.1,Low Fat,0.128674983,Fruits and Vegetables,112.3886
633,FDU13,8.355,Low Fat,0.188322664,Canned,148.5418
634,FDE05,12.857645184135976,Regular,0.0,Frozen Foods,145.2102
635,FDE58,18.5,Low Fat,0.052025392,Snack Foods,118.4124
636,FDT32,12.857645184135976,Regular,0.065316099,Fruits and Vegetables,189.9214
637,FDZ01,8.975,Regular,0.01516265,Canned,101.899
638,FDM08,10.1,Regular,0.053584207,Fruits and Vegetables,224.4088
639,FDS58,9.285,Regular,0.020989132,Snack Foods,158.6578
640,FDZ26,11.6,Regular,0.144017405,Dairy,238.3222
641,FDC46,12.857645184135976,Low Fat,0.115978122,Snack Foods,183.4266
642,FDY51,12.5,Low Fat,0.081465335,Meat,220.7798
643,FDL34,16.0,Low Fat,0.041177505,Snack Foods,142.3496
644,DRG39,14.15,Low Fat,0.042352822,Dairy,51.6982
645,NCG43,20.2,Low Fat,0.074541867,Household,94.1462
646,FDT01,13.65,Regular,0.18454121,Canned,211.5902
647,NCR38,17.25,Low Fat,0.114160573,Household,253.1724
648,DRF01,5.655,Low Fat,0.175352413,Soft Drinks,147.4102
649,FDF53,20.75,Regular,0.083590755,Frozen Foods,182.2318
650,FDS45,5.175,Regular,0.029471408,Snack Foods,105.4622
651,FDR20,20.0,Regular,0.028282832,Fruits and Vegetables,46.2744
652,FDY07,11.8,Low Fat,0.0,Fruits and Vegetables,46.5402
653,FDD38,16.75,Regular,0.008208342,Canned,102.8674
654,DRF15,18.35,Low Fat,0.03334929,Dairy,155.034
655,FDH32,12.8,Low Fat,0.076060037,Fruits and Vegetables,95.141
656,NCJ42,19.75,Low Fat,0.014301326,Household,103.0332
657,FDB56,8.75,Regular,0.074931201,Fruits and Vegetables,187.6556
658,FDD03,13.3,Low Fat,0.080131363,Dairy,234.03
659,NCL18,18.85,Low Fat,0.167444431,Household,194.6136
660,FDW22,9.695,Regular,0.03033748,Snack Foods,222.9114
661,FDE32,20.7,Low Fat,0.04874969,Fruits and Vegetables,37.5506
662,FDA34,12.857645184135976,Low Fat,0.014788594,Starchy Foods,174.408
663,FDJ08,11.1,Low Fat,0.111298111,Fruits and Vegetables,191.7846
664,FDG38,8.975,Regular,0.05268526,Canned,83.3224
665,FDD29,12.15,Low Fat,0.018485511,Frozen Foods,253.1698
666,NCE31,7.67,Low Fat,0.184689756,Household,35.4216
667,FDS19,13.8,Regular,0.064153845,Fruits and Vegetables,76.9012
668,FDU11,4.785,Low Fat,0.092516598,Breads,120.1098
669,FDL02,20.0,Regular,0.104245198,Canned,105.3622
670,FDO51,12.857645184135976,Regular,0.041779181,Meat,43.4112
671,DRK23,8.395,Low Fat,0.07226985,Hard Drinks,254.104
672,FDO27,6.175,Regular,0.179806961,Meat,95.2752
673,FDB16,8.21,Low Fat,0.044995631,Dairy,89.2198
674,FDA44,19.7,Low Fat,0.053523765,Fruits and Vegetables,55.393
675,NCB18,19.6,Low Fat,0.041459372,Household,89.6514
676,NCL53,7.5,Low Fat,0.036234918,Health and Hygiene,175.3028
677,FDR16,5.845,Regular,0.105445801,Frozen Foods,214.4218
678,NCQ05,11.395,LF,0.0,Health and Hygiene,151.6708
679,FDF44,7.17,Regular,0.05997133,Fruits and Vegetables,132.1968
680,FDU50,5.75,Regular,0.075595405,Dairy,114.7176
681,FDG20,15.5,Regular,0.210375806,Fruits and Vegetables,178.2028
682,FDD58,7.76,Low Fat,0.059341019,Snack Foods,99.77
683,FDT01,13.65,Regular,0.18520944,Canned,212.9902
684,FDK15,10.8,Low Fat,0.098566832,Meat,98.3042
685,FDJ08,11.1,Low Fat,0.11084417,Fruits and Vegetables,189.2846
686,FDS10,12.857645184135976,Low Fat,0.0350152,Snack Foods,182.0318
687,FDJ55,12.8,Regular,0.023567538,Meat,226.8404
688,FDU32,8.785,Low Fat,0.0,Fruits and Vegetables,123.0414
689,FDG09,20.6,Regular,0.04792722,Fruits and Vegetables,185.9556
690,FDE39,7.89,Low Fat,0.036207786,Dairy,121.0782
691,FDU56,16.85,Low Fat,0.044377096,Fruits and Vegetables,185.8266
692,NCH55,16.35,Low Fat,0.034742632,Household,127.402
693,FDX33,12.857645184135976,Regular,0.116915909,Snack Foods,159.4578
694,FDR24,17.35,Regular,0.062979148,Baking Goods,87.983
695,FDC33,12.857645184135976,Regular,0.068604503,Fruits and Vegetables,197.3768
696,NCV54,12.857645184135976,Low Fat,0.03294861,Household,116.8124
697,NCQ02,12.6,Low Fat,0.007450258,Household,186.7556
698,NCU17,5.32,Low Fat,0.093027718,Health and Hygiene,101.4674
699,NCZ06,12.857645184135976,Low Fat,0.164864915,Household,255.2698
700,FDV37,13.0,Regular,0.083498083,Canned,199.4426
701,DRH25,12.857645184135976,Low Fat,0.014522363,Soft Drinks,50.2324
702,NCI43,19.85,Low Fat,0.025963795,Household,46.3376
703,NCQ53,17.6,Low Fat,0.019012262,Health and Hygiene,237.159
704,NCT18,14.6,Low Fat,0.059393919,Household,181.7976
705,FDF14,7.55,Low Fat,0.027212058,Canned,152.734
706,FDM14,13.8,Low Fat,0.013263968,Canned,106.9254
707,FDX57,17.25,Regular,0.079113947,Snack Foods,99.2068
708,NCV05,10.1,Low Fat,0.03020851,Health and Hygiene,153.1656
709,FDX39,14.3,Regular,0.049634817,Meat,212.5586
710,FDA23,9.8,Low Fat,0.047187038,Baking Goods,100.6016
711,NCV06,11.3,Low Fat,0.066681333,Household,194.4478
712,NCE31,7.67,Low Fat,0.185218446,Household,36.3216
713,DRI39,13.8,Low Fat,0.162462044,Dairy,55.893
714,FDH21,10.395,Low Fat,0.031273559,Seafood,160.0604
715,FDR26,20.7,Low Fat,0.042836778,Dairy,175.8028
716,FDA14,12.857645184135976,Low Fat,0.114127418,Dairy,147.176
717,FDG21,17.35,Regular,0.146895866,Seafood,149.605
718,NCQ38,16.35,Low Fat,0.013420879,Others,104.828
719,FDN20,19.35,Low Fat,0.026181893,Fruits and Vegetables,167.0474
720,NCN29,15.2,Low Fat,0.012184999,Health and Hygiene,50.3034
721,FDI28,14.3,Low Fat,0.026428924,Frozen Foods,78.2302
722,FDA03,12.857645184135976,Regular,0.045243613,Dairy,146.8102
723,FDZ28,20.0,Regular,0.0,Frozen Foods,127.3678
724,FDO52,12.857645184135976,Regular,0.076790922,Frozen Foods,172.1106
725,FDU10,10.1,Regular,0.045950475,Snack Foods,38.2848
726,FDP13,12.857645184135976,Regular,0.133673087,Canned,41.548
727,FDV02,12.857645184135976,Low Fat,0.060252433,Dairy,170.7106
728,FDS28,8.18,reg,0.082529704,Frozen Foods,56.9588
729,FDW49,19.5,Low Fat,0.082552214,Canned,179.8002
730,FDP33,18.7,Low Fat,0.089272253,Snack Foods,254.7672
731,FDJ03,12.35,Regular,0.072541731,Dairy,48.5692
732,FDQ51,16.0,Regular,0.017536671,Meat,45.5718
733,DRK23,8.395,Low Fat,0.072088552,Hard Drinks,253.704
734,FDU11,4.785,Low Fat,0.092781435,Breads,119.7098
735,NCK06,5.03,Low Fat,0.008644894,Household,122.6756
736,FDY09,15.6,Low Fat,0.025342692,Snack Foods,174.3054
737,NCY18,7.285,Low Fat,0.031145743,Household,173.6054
738,FDA10,20.35,Low Fat,0.0,Snack Foods,120.9072
739,FDO34,17.7,Low Fat,0.030108283,Snack Foods,165.9816
740,FDE38,12.857645184135976,Low Fat,0.044391149,Canned,164.3842
741,FDF40,20.25,Regular,0.022639471,Dairy,248.4092
742,FDY02,8.945,Regular,0.0,Dairy,264.791
743,FDS03,12.857645184135976,Low Fat,0.139419417,Meat,66.0826
744,FDB59,18.25,Low Fat,0.015278899,Snack Foods,199.0084
745,NCQ42,20.35,Low Fat,0.039329257,Household,127.6678
746,FDO15,16.75,Regular,0.008579863,Meat,72.3038
747,DRN47,12.1,Low Fat,0.028164527,Hard Drinks,178.166
748,FDA03,18.5,Regular,0.0,Dairy,144.2102
749,FDA01,15.0,Regular,0.054367971,Canned,58.5904
750,FDB38,19.5,Regular,0.0273467,Canned,158.992
751,FDT59,13.65,Low Fat,0.016001434,Breads,230.6668
752,FDG08,13.15,Regular,0.165328057,Fruits and Vegetables,170.6764
753,FDV56,12.857645184135976,Regular,0.013529884,Fruits and Vegetables,106.2596
754,FDY26,20.6,reg,0.030510526,Dairy,211.4244
755,DRE13,6.28,Low Fat,0.027699863,Soft Drinks,87.9198
756,FDE51,5.925,Regular,0.09646733,Dairy,42.8086
757,FDL40,17.7,Low Fat,0.011636708,Frozen Foods,94.541
758,FDD50,18.85,Low Fat,0.141642219,Canned,168.1132
759,FDC04,12.857645184135976,Low Fat,0.044767801,Dairy,241.8854
760,FDN15,17.5,Low Fat,0.028009382,Meat,141.718
761,FDC46,17.7,Low Fat,0.1164455,Snack Foods,182.8266
762,FDV56,16.1,Regular,0.013584408,Fruits and Vegetables,107.7596
763,FDK43,9.8,Low Fat,0.026950104,Meat,128.402
764,NCR29,7.565,Low Fat,0.054751689,Health and Hygiene,54.793
765,FDY03,17.6,Regular,0.076121831,Meat,111.7202
766,FDU44,12.15,Regular,0.058516562,Fruits and Vegetables,164.1552
767,FDZ04,9.31,low fat,0.037923509,Frozen Foods,61.651
768,FDU16,19.25,Regular,0.058365706,Frozen Foods,82.1908
769,FDV07,9.5,Low Fat,0.031346387,Fruits and Vegetables,110.7228
770,NCL19,15.35,Low Fat,0.015663185,Others,143.947
771,FDW01,12.857645184135976,Low Fat,0.063750302,Canned,153.4682
772,FDC10,12.857645184135976,Regular,0.07252476,Snack Foods,120.3098
773,DRC12,17.85,Low Fat,0.038040837,Soft Drinks,189.1188
774,DRK39,7.02,Low Fat,0.049823902,Dairy,82.225
775,FDG24,12.857645184135976,Low Fat,0.014560297,Baking Goods,81.425
776,FDO04,12.857645184135976,Low Fat,0.026408698,Frozen Foods,53.2614
777,DRB25,12.3,Low Fat,0.069446588,Soft Drinks,106.3938
778,FDK26,5.46,Regular,0.03217132,Canned,184.824
779,FDM52,15.1,Low Fat,0.026046138,Frozen Foods,147.2076
780,FDY07,11.8,Low Fat,0.121848436,Fruits and Vegetables,46.8402
781,NCO06,19.25,Low Fat,0.108470504,Household,33.4558
