ID,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
493,OUT017,2007,Medium,Tier 2,Supermarket Type1
494,OUT010,1998,Medium,Tier 3,Grocery Store
495,OUT035,2004,Small,Tier 2,Supermarket Type1
496,OUT049,1999,Medium,Tier 1,Supermarket Type1
497,OUT013,1987,High,Tier 3,Supermarket Type1
498,OUT027,1985,Medium,Tier 3,Supermarket Type3
499,OUT035,2004,Small,Tier 2,Supermarket Type1
500,OUT045,2002,Medium,Tier 2,Supermarket Type1
501,OUT017,2007,Medium,Tier 2,Supermarket Type1
502,OUT049,1999,Medium,Tier 1,Supermarket Type1
503,OUT010,1998,Medium,Tier 3,Grocery Store
504,OUT017,2007,Medium,Tier 2,Supermarket Type1
505,OUT027,1985,Medium,Tier 3,Supermarket Type3
506,OUT018,2009,Medium,Tier 3,Supermarket Type2
507,OUT018,2009,Medium,Tier 3,Supermarket Type2
508,OUT017,2007,Medium,Tier 2,Supermarket Type1
509,OUT035,2004,Small,Tier 2,Supermarket Type1
510,OUT019,1985,Small,Tier 1,Grocery Store
511,OUT010,1998,Medium,Tier 3,Grocery Store
512,OUT045,2002,Medium,Tier 2,Supermarket Type1
513,OUT018,2009,Medium,Tier 3,Supermarket Type2
514,OUT045,2002,Medium,Tier 2,Supermarket Type1
515,OUT013,1987,High,Tier 3,Supermarket Type1
516,OUT045,2002,Medium,Tier 2,Supermarket Type1
517,OUT045,2002,Medium,Tier 2,Supermarket Type1
518,OUT018,2009,Medium,Tier 3,Supermarket Type2
519,OUT027,1985,Medium,Tier 3,Supermarket Type3
520,OUT027,1985,Medium,Tier 3,Supermarket Type3
521,OUT013,1987,High,Tier 3,Supermarket Type1
522,OUT010,1998,Medium,Tier 3,Grocery Store
523,OUT010,1998,Medium,Tier 3,Grocery Store
524,OUT013,1987,High,Tier 3,Supermarket Type1
525,OUT045,2002,Medium,Tier 2,Supermarket Type1
526,OUT046,1997,Small,Tier 1,Supermarket Type1
527,OUT018,2009,Medium,Tier 3,Supermarket Type2
528,OUT019,1985,Small,Tier 1,Grocery Store
529,OUT017,2007,Medium,Tier 2,Supermarket Type1
530,OUT045,2002,Medium,Tier 2,Supermarket Type1
531,OUT013,1987,High,Tier 3,Supermarket Type1
532,OUT010,1998,Medium,Tier 3,Grocery Store
533,OUT010,1998,Medium,Tier 3,Grocery Store
534,OUT049,1999,Medium,Tier 1,Supermarket Type1
535,OUT017,2007,Medium,Tier 2,Supermarket Type1
536,OUT046,1997,Small,Tier 1,Supermarket Type1
537,OUT035,2004,Small,Tier 2,Supermarket Type1
538,OUT027,1985,Medium,Tier 3,Supermarket Type3
539,OUT046,1997,Small,Tier 1,Supermarket Type1
540,OUT035,2004,Small,Tier 2,Supermarket Type1
541,OUT010,1998,Medium,Tier 3,Grocery Store
542,OUT017,2007,Medium,Tier 2,Supermarket Type1
543,OUT027,1985,Medium,Tier 3,Supermarket Type3
544,OUT013,1987,High,Tier 3,Supermarket Type1
545,OUT035,2004,Small,Tier 2,Supermarket Type1
546,OUT019,1985,Small,Tier 1,Grocery Store
547,OUT049,1999,Medium,Tier 1,Supermarket Type1
548,OUT010,1998,Medium,Tier 3,Grocery Store
549,OUT045,2002,Medium,Tier 2,Supermarket Type1
550,OUT049,1999,Medium,Tier 1,Supermarket Type1
551,OUT035,2004,Small,Tier 2,Supermarket Type1
552,OUT046,1997,Small,Tier 1,Supermarket Type1
553,OUT019,1985,Small,Tier 1,Grocery Store
554,OUT046,1997,Small,Tier 1,Supermarket Type1
555,OUT017,2007,Medium,Tier 2,Supermarket Type1
556,OUT017,2007,Medium,Tier 2,Supermarket Type1
557,OUT027,1985,Medium,Tier 3,Supermarket Type3
558,OUT027,1985,Medium,Tier 3,Supermarket Type3
559,OUT017,2007,Medium,Tier 2,Supermarket Type1
560,OUT045,2002,Medium,Tier 2,Supermarket Type1
561,OUT018,2009,Medium,Tier 3,Supermarket Type2
562,OUT010,1998,Medium,Tier 3,Grocery Store
563,OUT049,1999,Medium,Tier 1,Supermarket Type1
564,OUT019,1985,Small,Tier 1,Grocery Store
565,OUT035,2004,Small,Tier 2,Supermarket Type1
566,OUT013,1987,High,Tier 3,Supermarket Type1
567,OUT045,2002,Medium,Tier 2,Supermarket Type1
568,OUT049,1999,Medium,Tier 1,Supermarket Type1
569,OUT049,1999,Medium,Tier 1,Supermarket Type1
570,OUT045,2002,Medium,Tier 2,Supermarket Type1
571,OUT017,2007,Medium,Tier 2,Supermarket Type1
572,OUT018,2009,Medium,Tier 3,Supermarket Type2
573,OUT045,2002,Medium,Tier 2,Supermarket Type1
574,OUT018,2009,Medium,Tier 3,Supermarket Type2
575,OUT019,1985,Small,Tier 1,Grocery Store
576,OUT018,2009,Medium,Tier 3,Supermarket Type2
577,OUT046,1997,Small,Tier 1,Supermarket Type1
578,OUT035,2004,Small,Tier 2,Supermarket Type1
579,OUT013,1987,High,Tier 3,Supermarket Type1
580,OUT049,1999,Medium,Tier 1,Supermarket Type1
581,OUT049,1999,Medium,Tier 1,Supermarket Type1
582,OUT017,2007,Medium,Tier 2,Supermarket Type1
583,OUT018,2009,Medium,Tier 3,Supermarket Type2
584,OUT045,2002,Medium,Tier 2,Supermarket Type1
585,OUT046,1997,Small,Tier 1,Supermarket Type1
586,OUT035,2004,Small,Tier 2,Supermarket Type1
587,OUT045,2002,Medium,Tier 2,Supermarket Type1
588,OUT013,1987,High,Tier 3,Supermarket Type1
589,OUT027,1985,Medium,Tier 3,Supermarket Type3
590,OUT046,1997,Small,Tier 1,Supermarket Type1
591,OUT045,2002,Medium,Tier 2,Supermarket Type1
592,OUT017,2007,Medium,Tier 2,Supermarket Type1
593,OUT035,2004,Small,Tier 2,Supermarket Type1
594,OUT013,1987,High,Tier 3,Supermarket Type1
595,OUT046,1997,Small,Tier 1,Supermarket Type1
596,OUT045,2002,Medium,Tier 2,Supermarket Type1
597,OUT018,2009,Medium,Tier 3,Supermarket Type2
598,OUT017,2007,Medium,Tier 2,Supermarket Type1
599,OUT027,1985,Medium,Tier 3,Supermarket Type3
600,OUT046,1997,Small,Tier 1,Supermarket Type1
601,OUT046,1997,Small,Tier 1,Supermarket Type1
602,OUT046,1997,Small,Tier 1,Supermarket Type1
603,OUT018,2009,Medium,Tier 3,Supermarket Type2
604,OUT049,1999,Medium,Tier 1,Supermarket Type1
605,OUT046,1997,Small,Tier 1,Supermarket Type1
606,OUT035,2004,Small,Tier 2,Supermarket Type1
607,OUT045,2002,Medium,Tier 2,Supermarket Type1
608,OUT035,2004,Small,Tier 2,Supermarket Type1
609,OUT017,2007,Medium,Tier 2,Supermarket Type1
610,OUT046,1997,Small,Tier 1,Supermarket Type1
611,OUT027,1985,Medium,Tier 3,Supermarket Type3
612,OUT045,2002,Medium,Tier 2,Supermarket Type1
613,OUT013,1987,High,Tier 3,Supermarket Type1
614,OUT013,1987,High,Tier 3,Supermarket Type1
615,OUT045,2002,Medium,Tier 2,Supermarket Type1
616,OUT035,2004,Small,Tier 2,Supermarket Type1
617,OUT017,2007,Medium,Tier 2,Supermarket Type1
618,OUT013,1987,High,Tier 3,Supermarket Type1
619,OUT013,1987,High,Tier 3,Supermarket Type1
620,OUT045,2002,Medium,Tier 2,Supermarket Type1
621,OUT049,1999,Medium,Tier 1,Supermarket Type1
622,OUT049,1999,Medium,Tier 1,Supermarket Type1
623,OUT018,2009,Medium,Tier 3,Supermarket Type2
624,OUT018,2009,Medium,Tier 3,Supermarket Type2
625,OUT045,2002,Medium,Tier 2,Supermarket Type1
626,OUT035,2004,Small,Tier 2,Supermarket Type1
627,OUT018,2009,Medium,Tier 3,Supermarket Type2
628,OUT049,1999,Medium,Tier 1,Supermarket Type1
629,OUT027,1985,Medium,Tier 3,Supermarket Type3
630,OUT035,2004,Small,Tier 2,Supermarket Type1
631,OUT027,1985,Medium,Tier 3,Supermarket Type3
632,OUT045,2002,Medium,Tier 2,Supermarket Type1
633,OUT018,2009,Medium,Tier 3,Supermarket Type2
634,OUT019,1985,Small,Tier 1,Grocery Store
635,OUT013,1987,High,Tier 3,Supermarket Type1
636,OUT027,1985,Medium,Tier 3,Supermarket Type3
637,OUT010,1998,Medium,Tier 3,Grocery Store
638,OUT046,1997,Small,Tier 1,Supermarket Type1
639,OUT013,1987,High,Tier 3,Supermarket Type1
640,OUT046,1997,Small,Tier 1,Supermarket Type1
641,OUT027,1985,Medium,Tier 3,Supermarket Type3
642,OUT018,2009,Medium,Tier 3,Supermarket Type2
643,OUT017,2007,Medium,Tier 2,Supermarket Type1
644,OUT018,2009,Medium,Tier 3,Supermarket Type2
645,OUT018,2009,Medium,Tier 3,Supermarket Type2
646,OUT045,2002,Medium,Tier 2,Supermarket Type1
647,OUT017,2007,Medium,Tier 2,Supermarket Type1
648,OUT049,1999,Medium,Tier 1,Supermarket Type1
649,OUT035,2004,Small,Tier 2,Supermarket Type1
650,OUT013,1987,High,Tier 3,Supermarket Type1
651,OUT017,2007,Medium,Tier 2,Supermarket Type1
652,OUT010,1998,Medium,Tier 3,Grocery Store
653,OUT045,2002,Medium,Tier 2,Supermarket Type1
654,OUT018,2009,Medium,Tier 3,Supermarket Type2
655,OUT046,1997,Small,Tier 1,Supermarket Type1
656,OUT046,1997,Small,Tier 1,Supermarket Type1
657,OUT018,2009,Medium,Tier 3,Supermarket Type2
658,OUT018,2009,Medium,Tier 3,Supermarket Type2
659,OUT013,1987,High,Tier 3,Supermarket Type1
660,OUT049,1999,Medium,Tier 1,Supermarket Type1
661,OUT035,2004,Small,Tier 2,Supermarket Type1
662,OUT027,1985,Medium,Tier 3,Supermarket Type3
663,OUT017,2007,Medium,Tier 2,Supermarket Type1
664,OUT013,1987,High,Tier 3,Supermarket Type1
665,OUT018,2009,Medium,Tier 3,Supermarket Type2
666,OUT013,1987,High,Tier 3,Supermarket Type1
667,OUT013,1987,High,Tier 3,Supermarket Type1
668,OUT013,1987,High,Tier 3,Supermarket Type1
669,OUT049,1999,Medium,Tier 1,Supermarket Type1
670,OUT027,1985,Medium,Tier 3,Supermarket Type3
671,OUT018,2009,Medium,Tier 3,Supermarket Type2
672,OUT018,2009,Medium,Tier 3,Supermarket Type2
673,OUT049,1999,Medium,Tier 1,Supermarket Type1
674,OUT017,2007,Medium,Tier 2,Supermarket Type1
675,OUT018,2009,Medium,Tier 3,Supermarket Type2
676,OUT046,1997,Small,Tier 1,Supermarket Type1
677,OUT018,2009,Medium,Tier 3,Supermarket Type2
678,OUT013,1987,High,Tier 3,Supermarket Type1
679,OUT018,2009,Medium,Tier 3,Supermarket Type2
680,OUT017,2007,Medium,Tier 2,Supermarket Type1
681,OUT010,1998,Medium,Tier 3,Grocery Store
682,OUT035,2004,Small,Tier 2,Supermarket Type1
683,OUT017,2007,Medium,Tier 2,Supermarket Type1
684,OUT049,1999,Medium,Tier 1,Supermarket Type1
685,OUT049,1999,Medium,Tier 1,Supermarket Type1
686,OUT027,1985,Medium,Tier 3,Supermarket Type3
687,OUT049,1999,Medium,Tier 1,Supermarket Type1
688,OUT010,1998,Medium,Tier 3,Grocery Store
689,OUT035,2004,Small,Tier 2,Supermarket Type1
690,OUT045,2002,Medium,Tier 2,Supermarket Type1
691,OUT013,1987,High,Tier 3,Supermarket Type1
692,OUT045,2002,Medium,Tier 2,Supermarket Type1
693,OUT027,1985,Medium,Tier 3,Supermarket Type3
694,OUT045,2002,Medium,Tier 2,Supermarket Type1
695,OUT027,1985,Medium,Tier 3,Supermarket Type3
696,OUT027,1985,Medium,Tier 3,Supermarket Type3
697,OUT013,1987,High,Tier 3,Supermarket Type1
698,OUT049,1999,Medium,Tier 1,Supermarket Type1
699,OUT019,1985,Small,Tier 1,Grocery Store
700,OUT035,2004,Small,Tier 2,Supermarket Type1
701,OUT027,1985,Medium,Tier 3,Supermarket Type3
702,OUT035,2004,Small,Tier 2,Supermarket Type1
703,OUT017,2007,Medium,Tier 2,Supermarket Type1
704,OUT035,2004,Small,Tier 2,Supermarket Type1
705,OUT049,1999,Medium,Tier 1,Supermarket Type1
706,OUT046,1997,Small,Tier 1,Supermarket Type1
707,OUT010,1998,Medium,Tier 3,Grocery Store
708,OUT046,1997,Small,Tier 1,Supermarket Type1
709,OUT013,1987,High,Tier 3,Supermarket Type1
710,OUT046,1997,Small,Tier 1,Supermarket Type1
711,OUT046,1997,Small,Tier 1,Supermarket Type1
712,OUT045,2002,Medium,Tier 2,Supermarket Type1
713,OUT010,1998,Medium,Tier 3,Grocery Store
714,OUT049,1999,Medium,Tier 1,Supermarket Type1
715,OUT046,1997,Small,Tier 1,Supermarket Type1
716,OUT019,1985,Small,Tier 1,Grocery Store
717,OUT018,2009,Medium,Tier 3,Supermarket Type2
718,OUT018,2009,Medium,Tier 3,Supermarket Type2
719,OUT046,1997,Small,Tier 1,Supermarket Type1
720,OUT017,2007,Medium,Tier 2,Supermarket Type1
721,OUT018,2009,Medium,Tier 3,Supermarket Type2
722,OUT027,1985,Medium,Tier 3,Supermarket Type3
723,OUT046,1997,Small,Tier 1,Supermarket Type1
724,OUT027,1985,Medium,Tier 3,Supermarket Type3
725,OUT017,2007,Medium,Tier 2,Supermarket Type1
726,OUT027,1985,Medium,Tier 3,Supermarket Type3
727,OUT027,1985,Medium,Tier 3,Supermarket Type3
728,OUT049,1999,Medium,Tier 1,Supermarket Type1
729,OUT046,1997,Small,Tier 1,Supermarket Type1
730,OUT046,1997,Small,Tier 1,Supermarket Type1
731,OUT045,2002,Medium,Tier 2,Supermarket Type1
732,OUT013,1987,High,Tier 3,Supermarket Type1
733,OUT049,1999,Medium,Tier 1,Supermarket Type1
734,OUT045,2002,Medium,Tier 2,Supermarket Type1
735,OUT035,2004,Small,Tier 2,Supermarket Type1
736,OUT017,2007,Medium,Tier 2,Supermarket Type1
737,OUT035,2004,Small,Tier 2,Supermarket Type1
738,OUT049,1999,Medium,Tier 1,Supermarket Type1
739,OUT017,2007,Medium,Tier 2,Supermarket Type1
740,OUT027,1985,Medium,Tier 3,Supermarket Type3
741,OUT017,2007,Medium,Tier 2,Supermarket Type1
742,OUT017,2007,Medium,Tier 2,Supermarket Type1
743,OUT019,1985,Small,Tier 1,Grocery Store
744,OUT046,1997,Small,Tier 1,Supermarket Type1
745,OUT049,1999,Medium,Tier 1,Supermarket Type1
746,OUT049,1999,Medium,Tier 1,Supermarket Type1
747,OUT010,1998,Medium,Tier 3,Grocery Store
748,OUT035,2004,Small,Tier 2,Supermarket Type1
749,OUT035,2004,Small,Tier 2,Supermarket Type1
750,OUT046,1997,Small,Tier 1,Supermarket Type1
751,OUT017,2007,Medium,Tier 2,Supermarket Type1
752,OUT035,2004,Small,Tier 2,Supermarket Type1
753,OUT027,1985,Medium,Tier 3,Supermarket Type3
754,OUT046,1997,Small,Tier 1,Supermarket Type1
755,OUT035,2004,Small,Tier 2,Supermarket Type1
756,OUT046,1997,Small,Tier 1,Supermarket Type1
757,OUT045,2002,Medium,Tier 2,Supermarket Type1
758,OUT046,1997,Small,Tier 1,Supermarket Type1
759,OUT027,1985,Medium,Tier 3,Supermarket Type3
760,OUT010,1998,Medium,Tier 3,Grocery Store
761,OUT013,1987,High,Tier 3,Supermarket Type1
762,OUT013,1987,High,Tier 3,Supermarket Type1
763,OUT018,2009,Medium,Tier 3,Supermarket Type2
764,OUT045,2002,Medium,Tier 2,Supermarket Type1
765,OUT046,1997,Small,Tier 1,Supermarket Type1
766,OUT049,1999,Medium,Tier 1,Supermarket Type1
767,OUT013,1987,High,Tier 3,Supermarket Type1
768,OUT049,1999,Medium,Tier 1,Supermarket Type1
769,OUT045,2002,Medium,Tier 2,Supermarket Type1
770,OUT013,1987,High,Tier 3,Supermarket Type1
771,OUT027,1985,Medium,Tier 3,Supermarket Type3
772,OUT027,1985,Medium,Tier 3,Supermarket Type3
773,OUT017,2007,Medium,Tier 2,Supermarket Type1
774,OUT013,1987,High,Tier 3,Supermarket Type1
775,OUT027,1985,Medium,Tier 3,Supermarket Type3
776,OUT027,1985,Medium,Tier 3,Supermarket Type3
777,OUT035,2004,Small,Tier 2,Supermarket Type1
778,OUT035,2004,Small,Tier 2,Supermarket Type1
779,OUT045,2002,Medium,Tier 2,Supermarket Type1
780,OUT045,2002,Medium,Tier 2,Supermarket Type1
781,OUT018,2009,Medium,Tier 3,Supermarket Type2
782,OUT045,2002,Medium,Tier 2,Supermarket Type1
783,OUT013,1987,High,Tier 3,Supermarket Type1
784,OUT027,1985,Medium,Tier 3,Supermarket Type3
785,OUT045,2002,Medium,Tier 2,Supermarket Type1
786,OUT046,1997,Small,Tier 1,Supermarket Type1
787,OUT045,2002,Medium,Tier 2,Supermarket Type1
788,OUT010,1998,Medium,Tier 3,Grocery Store
789,OUT035,2004,Small,Tier 2,Supermarket Type1
790,OUT013,1987,High,Tier 3,Supermarket Type1
791,OUT013,1987,High,Tier 3,Supermarket Type1
792,OUT049,1999,Medium,Tier 1,Supermarket Type1
793,OUT017,2007,Medium,Tier 2,Supermarket Type1
794,OUT027,1985,Medium,Tier 3,Supermarket Type3
795,OUT045,2002,Medium,Tier 2,Supermarket Type1
796,OUT027,1985,Medium,Tier 3,Supermarket Type3
797,OUT046,1997,Small,Tier 1,Supermarket Type1
798,OUT018,2009,Medium,Tier 3,Supermarket Type2
799,OUT035,2004,Small,Tier 2,Supermarket Type1
800,OUT017,2007,Medium,Tier 2,Supermarket Type1
801,OUT013,1987,High,Tier 3,Supermarket Type1
802,OUT045,2002,Medium,Tier 2,Supermarket Type1
803,OUT045,2002,Medium,Tier 2,Supermarket Type1
804,OUT027,1985,Medium,Tier 3,Supermarket Type3
805,OUT013,1987,High,Tier 3,Supermarket Type1
806,OUT027,1985,Medium,Tier 3,Supermarket Type3
807,OUT018,2009,Medium,Tier 3,Supermarket Type2
808,OUT049,1999,Medium,Tier 1,Supermarket Type1
809,OUT045,2002,Medium,Tier 2,Supermarket Type1
810,OUT027,1985,Medium,Tier 3,Supermarket Type3
811,OUT035,2004,Small,Tier 2,Supermarket Type1
812,OUT027,1985,Medium,Tier 3,Supermarket Type3
813,OUT013,1987,High,Tier 3,Supermarket Type1
814,OUT035,2004,Small,Tier 2,Supermarket Type1
815,OUT035,2004,Small,Tier 2,Supermarket Type1
816,OUT035,2004,Small,Tier 2,Supermarket Type1
817,OUT013,1987,High,Tier 3,Supermarket Type1
818,OUT027,1985,Medium,Tier 3,Supermarket Type3
819,OUT013,1987,High,Tier 3,Supermarket Type1
820,OUT046,1997,Small,Tier 1,Supermarket Type1
821,OUT049,1999,Medium,Tier 1,Supermarket Type1
822,OUT035,2004,Small,Tier 2,Supermarket Type1
823,OUT049,1999,Medium,Tier 1,Supermarket Type1
824,OUT018,2009,Medium,Tier 3,Supermarket Type2
825,OUT027,1985,Medium,Tier 3,Supermarket Type3
826,OUT035,2004,Small,Tier 2,Supermarket Type1
827,OUT018,2009,Medium,Tier 3,Supermarket Type2
828,OUT019,1985,Small,Tier 1,Grocery Store
829,OUT010,1998,Medium,Tier 3,Grocery Store
830,OUT013,1987,High,Tier 3,Supermarket Type1
831,OUT027,1985,Medium,Tier 3,Supermarket Type3
832,OUT045,2002,Medium,Tier 2,Supermarket Type1
833,OUT027,1985,Medium,Tier 3,Supermarket Type3
834,OUT019,1985,Small,Tier 1,Grocery Store
835,OUT013,1987,High,Tier 3,Supermarket Type1
836,OUT045,2002,Medium,Tier 2,Supermarket Type1
837,OUT010,1998,Medium,Tier 3,Grocery Store
838,OUT027,1985,Medium,Tier 3,Supermarket Type3
839,OUT049,1999,Medium,Tier 1,Supermarket Type1
840,OUT035,2004,Small,Tier 2,Supermarket Type1
841,OUT035,2004,Small,Tier 2,Supermarket Type1
842,OUT019,1985,Small,Tier 1,Grocery Store
843,OUT049,1999,Medium,Tier 1,Supermarket Type1
844,OUT018,2009,Medium,Tier 3,Supermarket Type2
845,OUT027,1985,Medium,Tier 3,Supermarket Type3
846,OUT018,2009,Medium,Tier 3,Supermarket Type2
847,OUT046,1997,Small,Tier 1,Supermarket Type1
848,OUT019,1985,Small,Tier 1,Grocery Store
849,OUT017,2007,Medium,Tier 2,Supermarket Type1
850,OUT019,1985,Small,Tier 1,Grocery Store
851,OUT013,1987,High,Tier 3,Supermarket Type1
852,OUT010,1998,Medium,Tier 3,Grocery Store
853,OUT013,1987,High,Tier 3,Supermarket Type1
854,OUT027,1985,Medium,Tier 3,Supermarket Type3
855,OUT019,1985,Small,Tier 1,Grocery Store
856,OUT046,1997,Small,Tier 1,Supermarket Type1
857,OUT035,2004,Small,Tier 2,Supermarket Type1
858,OUT027,1985,Medium,Tier 3,Supermarket Type3
859,OUT019,1985,Small,Tier 1,Grocery Store
860,OUT049,1999,Medium,Tier 1,Supermarket Type1
861,OUT017,2007,Medium,Tier 2,Supermarket Type1
862,OUT010,1998,Medium,Tier 3,Grocery Store
863,OUT046,1997,Small,Tier 1,Supermarket Type1
864,OUT013,1987,High,Tier 3,Supermarket Type1
865,OUT045,2002,Medium,Tier 2,Supermarket Type1
866,OUT017,2007,Medium,Tier 2,Supermarket Type1
867,OUT035,2004,Small,Tier 2,Supermarket Type1
868,OUT027,1985,Medium,Tier 3,Supermarket Type3
869,OUT017,2007,Medium,Tier 2,Supermarket Type1
870,OUT013,1987,High,Tier 3,Supermarket Type1
871,OUT013,1987,High,Tier 3,Supermarket Type1
872,OUT049,1999,Medium,Tier 1,Supermarket Type1
873,OUT045,2002,Medium,Tier 2,Supermarket Type1
874,OUT046,1997,Small,Tier 1,Supermarket Type1
875,OUT018,2009,Medium,Tier 3,Supermarket Type2
876,OUT046,1997,Small,Tier 1,Supermarket Type1
877,OUT027,1985,Medium,Tier 3,Supermarket Type3
878,OUT035,2004,Small,Tier 2,Supermarket Type1
879,OUT049,1999,Medium,Tier 1,Supermarket Type1
880,OUT045,2002,Medium,Tier 2,Supermarket Type1
881,OUT017,2007,Medium,Tier 2,Supermarket Type1
882,OUT018,2009,Medium,Tier 3,Supermarket Type2
883,OUT010,1998,Medium,Tier 3,Grocery Store
884,OUT010,1998,Medium,Tier 3,Grocery Store
885,OUT027,1985,Medium,Tier 3,Supermarket Type3
886,OUT013,1987,High,Tier 3,Supermarket Type1
887,OUT049,1999,Medium,Tier 1,Supermarket Type1
888,OUT018,2009,Medium,Tier 3,Supermarket Type2
889,OUT046,1997,Small,Tier 1,Supermarket Type1
890,OUT035,2004,Small,Tier 2,Supermarket Type1
891,OUT049,1999,Medium,Tier 1,Supermarket Type1
892,OUT018,2009,Medium,Tier 3,Supermarket Type2
893,OUT027,1985,Medium,Tier 3,Supermarket Type3
894,OUT013,1987,High,Tier 3,Supermarket Type1
895,OUT017,2007,Medium,Tier 2,Supermarket Type1
896,OUT046,1997,Small,Tier 1,Supermarket Type1
897,OUT045,2002,Medium,Tier 2,Supermarket Type1
898,OUT027,1985,Medium,Tier 3,Supermarket Type3
899,OUT017,2007,Medium,Tier 2,Supermarket Type1
900,OUT046,1997,Small,Tier 1,Supermarket Type1
901,OUT019,1985,Small,Tier 1,Grocery Store
902,OUT018,2009,Medium,Tier 3,Supermarket Type2
903,OUT018,2009,Medium,Tier 3,Supermarket Type2
904,OUT049,1999,Medium,Tier 1,Supermarket Type1
905,OUT017,2007,Medium,Tier 2,Supermarket Type1
906,OUT046,1997,Small,Tier 1,Supermarket Type1
907,OUT010,1998,Medium,Tier 3,Grocery Store
908,OUT017,2007,Medium,Tier 2,Supermarket Type1
909,OUT010,1998,Medium,Tier 3,Grocery Store
910,OUT018,2009,Medium,Tier 3,Supermarket Type2
911,OUT046,1997,Small,Tier 1,Supermarket Type1
912,OUT019,1985,Small,Tier 1,Grocery Store
913,OUT013,1987,High,Tier 3,Supermarket Type1
914,OUT010,1998,Medium,Tier 3,Grocery Store
915,OUT013,1987,High,Tier 3,Supermarket Type1
916,OUT049,1999,Medium,Tier 1,Supermarket Type1
917,OUT019,1985,Small,Tier 1,Grocery Store
918,OUT046,1997,Small,Tier 1,Supermarket Type1
919,OUT019,1985,Small,Tier 1,Grocery Store
920,OUT049,1999,Medium,Tier 1,Supermarket Type1
921,OUT019,1985,Small,Tier 1,Grocery Store
922,OUT018,2009,Medium,Tier 3,Supermarket Type2
923,OUT013,1987,High,Tier 3,Supermarket Type1
924,OUT046,1997,Small,Tier 1,Supermarket Type1
925,OUT019,1985,Small,Tier 1,Grocery Store
926,OUT045,2002,Medium,Tier 2,Supermarket Type1
927,OUT035,2004,Small,Tier 2,Supermarket Type1
928,OUT027,1985,Medium,Tier 3,Supermarket Type3
929,OUT010,1998,Medium,Tier 3,Grocery Store
930,OUT013,1987,High,Tier 3,Supermarket Type1
931,OUT049,1999,Medium,Tier 1,Supermarket Type1
932,OUT046,1997,Small,Tier 1,Supermarket Type1
933,OUT035,2004,Small,Tier 2,Supermarket Type1
934,OUT019,1985,Small,Tier 1,Grocery Store
935,OUT018,2009,Medium,Tier 3,Supermarket Type2
936,OUT027,1985,Medium,Tier 3,Supermarket Type3
937,OUT013,1987,High,Tier 3,Supermarket Type1
938,OUT013,1987,High,Tier 3,Supermarket Type1
939,OUT019,1985,Small,Tier 1,Grocery Store
940,OUT049,1999,Medium,Tier 1,Supermarket Type1
941,OUT035,2004,Small,Tier 2,Supermarket Type1
942,OUT013,1987,High,Tier 3,Supermarket Type1
943,OUT017,2007,Medium,Tier 2,Supermarket Type1
944,OUT018,2009,Medium,Tier 3,Supermarket Type2
945,OUT013,1987,High,Tier 3,Supermarket Type1
946,OUT010,1998,Medium,Tier 3,Grocery Store
947,OUT027,1985,Medium,Tier 3,Supermarket Type3
948,OUT027,1985,Medium,Tier 3,Supermarket Type3
949,OUT027,1985,Medium,Tier 3,Supermarket Type3
950,OUT045,2002,Medium,Tier 2,Supermarket Type1
951,OUT018,2009,Medium,Tier 3,Supermarket Type2
952,OUT013,1987,High,Tier 3,Supermarket Type1
953,OUT027,1985,Medium,Tier 3,Supermarket Type3
954,OUT010,1998,Medium,Tier 3,Grocery Store
955,OUT046,1997,Small,Tier 1,Supermarket Type1
956,OUT017,2007,Medium,Tier 2,Supermarket Type1
957,OUT017,2007,Medium,Tier 2,Supermarket Type1
958,OUT045,2002,Medium,Tier 2,Supermarket Type1
959,OUT017,2007,Medium,Tier 2,Supermarket Type1
